"","Facility","Name","State","Date","Residents.Confirmed","Staff.Confirmed","Resident.Deaths","Staff.Deaths","Residents.Recovered","Staff.Recovered","Residents.Tested","Staff.Tested","Residents.Pending","Staff.Pending","Residents.Negative","Staff.Negative","Residents.Quarantine","Staff.Quarantine","hifld_id","Count.ID","Resident.Population","Population_HIFLD","Population.Source"
"463","Prison","MERCER","Pennsylvania",2020-04-21,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"464","Prison","MUNCY","Pennsylvania",2020-04-21,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"465","Prison","PHOENIX","Pennsylvania",2020-04-21,"24","19","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"466","Prison","PINE GROVE","Pennsylvania",2020-04-21,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"467","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-04-21,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"468","Prison","RETREAT","Pennsylvania",2020-04-21,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"469","Prison","ROCKVIEW","Pennsylvania",2020-04-21,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"470","Prison","SMITHFIELD","Pennsylvania",2020-04-21,"0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"471","Prison","SOMERSET","Pennsylvania",2020-04-21,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"472","Prison","WAYMART","Pennsylvania",2020-04-21,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"473","Prison","CENTRAL OFFICE","Pennsylvania",2020-04-22,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"474","Prison","ALBION","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"475","Prison","BENNER TOWNSHIP","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"476","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"477","Prison","CAMP HILL","Pennsylvania",2020-04-22,"0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"478","Prison","CHESTER","Pennsylvania",2020-04-22,"0","9","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"479","Prison","COAL TOWNSHIP","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"480","Prison","DALLAS","Pennsylvania",2020-04-22,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"481","Prison","FAYETTE","Pennsylvania",2020-04-22,"1","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"482","Prison","FOREST","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"483","Prison","FRACKVILLE","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"484","Prison","GREENE","Pennsylvania",2020-04-22,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"485","Prison","HOUTZDALE","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"486","Prison","HUNTINGDON","Pennsylvania",2020-04-22,"3","4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"487","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"488","Prison","MAHANOY","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"489","Prison","MERCER","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"490","Prison","MUNCY","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"491","Prison","PHOENIX","Pennsylvania",2020-04-22,"24","21","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"492","Prison","PINE GROVE","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"493","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"494","Prison","RETREAT","Pennsylvania",2020-04-22,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"495","Prison","ROCKVIEW","Pennsylvania",2020-04-22,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"496","Prison","SMITHFIELD","Pennsylvania",2020-04-22,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"497","Prison","SOMERSET","Pennsylvania",2020-04-22,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"498","Prison","WAYMART","Pennsylvania",2020-04-22,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"499","Prison","CENTRAL OFFICE","Pennsylvania",2020-04-23,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"500","Prison","ALBION","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"501","Prison","BENNER TOWNSHIP","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"502","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"503","Prison","CAMP HILL","Pennsylvania",2020-04-23,"0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"504","Prison","CHESTER","Pennsylvania",2020-04-23,"0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"505","Prison","COAL TOWNSHIP","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"506","Prison","DALLAS","Pennsylvania",2020-04-23,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"507","Prison","FAYETTE","Pennsylvania",2020-04-23,"1","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"508","Prison","FOREST","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"509","Prison","FRACKVILLE","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"510","Prison","GREENE","Pennsylvania",2020-04-23,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"511","Prison","HOUTZDALE","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"512","Prison","HUNTINGDON","Pennsylvania",2020-04-23,"3","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"513","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"514","Prison","MAHANOY","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"515","Prison","MERCER","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"516","Prison","MUNCY","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"517","Prison","PHOENIX","Pennsylvania",2020-04-23,"27","28","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"518","Prison","PINE GROVE","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"519","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"520","Prison","RETREAT","Pennsylvania",2020-04-23,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"521","Prison","ROCKVIEW","Pennsylvania",2020-04-23,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"522","Prison","SMITHFIELD","Pennsylvania",2020-04-23,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"523","Prison","SOMERSET","Pennsylvania",2020-04-23,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"524","Prison","WAYMART","Pennsylvania",2020-04-23,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"525","Prison","CENTRAL OFFICE","Pennsylvania",2020-04-24,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"526","Prison","ALBION","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"527","Prison","BENNER TOWNSHIP","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"528","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"529","Prison","CAMP HILL","Pennsylvania",2020-04-24,"0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"530","Prison","CHESTER","Pennsylvania",2020-04-24,"0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"531","Prison","COAL TOWNSHIP","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"532","Prison","DALLAS","Pennsylvania",2020-04-24,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"533","Prison","FAYETTE","Pennsylvania",2020-04-24,"1","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"534","Prison","FOREST","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"535","Prison","FRACKVILLE","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"536","Prison","GREENE","Pennsylvania",2020-04-24,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"537","Prison","HOUTZDALE","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"538","Prison","HUNTINGDON","Pennsylvania",2020-04-24,"3","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"539","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"540","Prison","MAHANOY","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"541","Prison","MERCER","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"542","Prison","MUNCY","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"543","Prison","PHOENIX","Pennsylvania",2020-04-24,"27","28","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"544","Prison","PINE GROVE","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"545","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"546","Prison","RETREAT","Pennsylvania",2020-04-24,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"547","Prison","ROCKVIEW","Pennsylvania",2020-04-24,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"548","Prison","SMITHFIELD","Pennsylvania",2020-04-24,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"549","Prison","SOMERSET","Pennsylvania",2020-04-24,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"550","Prison","WAYMART","Pennsylvania",2020-04-24,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"551","Prison","CENTRAL OFFICE","Pennsylvania",2020-04-25,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"552","Prison","ALBION","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"553","Prison","BENNER TOWNSHIP","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"554","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"555","Prison","CAMP HILL","Pennsylvania",2020-04-25,"0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"556","Prison","CHESTER","Pennsylvania",2020-04-25,"0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"557","Prison","COAL TOWNSHIP","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"558","Prison","DALLAS","Pennsylvania",2020-04-25,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"559","Prison","FAYETTE","Pennsylvania",2020-04-25,"1","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"560","Prison","FOREST","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"561","Prison","FRACKVILLE","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"562","Prison","GREENE","Pennsylvania",2020-04-25,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"563","Prison","HOUTZDALE","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"564","Prison","HUNTINGDON","Pennsylvania",2020-04-25,"3","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
"565","Prison","LAUREL HIGHLANDS","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003107,1011,NA,1576,"State COVID Dashboard/HIFLD Prison Dataset"
"566","Prison","MAHANOY","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003073,1012,NA,2363,"State COVID Dashboard/HIFLD Prison Dataset"
"567","Prison","MERCER","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003056,1013,NA,1480,"State COVID Dashboard/HIFLD Prison Dataset"
"568","Prison","MUNCY","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003054,1014,NA,1381,"State COVID Dashboard/HIFLD Prison Dataset"
"569","Prison","PHOENIX","Pennsylvania",2020-04-25,"27","28","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1016,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"570","Prison","PINE GROVE","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003077,1017,NA,1148,"State COVID Dashboard/HIFLD Prison Dataset"
"571","Prison","QUEHANNA BOOT CAMP","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10001489,1018,NA,457,"State COVID Dashboard/HIFLD Prison Dataset"
"572","Prison","RETREAT","Pennsylvania",2020-04-25,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000719,1019,NA,1123,"State COVID Dashboard/HIFLD Prison Dataset"
"573","Prison","ROCKVIEW","Pennsylvania",2020-04-25,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003062,1020,NA,2416,"State COVID Dashboard/HIFLD Prison Dataset"
"574","Prison","SMITHFIELD","Pennsylvania",2020-04-25,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003082,1021,NA,1346,"State COVID Dashboard/HIFLD Prison Dataset"
"575","Prison","SOMERSET","Pennsylvania",2020-04-25,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000737,1022,NA,2394,"State COVID Dashboard/HIFLD Prison Dataset"
"576","Prison","WAYMART","Pennsylvania",2020-04-25,"0","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003047,1024,NA,1554,"State COVID Dashboard/HIFLD Prison Dataset"
"577","Prison","CENTRAL OFFICE","Pennsylvania",2020-04-26,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,"State COVID Dashboard/HIFLD Prison Dataset"
"578","Prison","ALBION","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000709,997,NA,2287,"State COVID Dashboard/HIFLD Prison Dataset"
"579","Prison","BENNER TOWNSHIP","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10006363,998,NA,2111,"State COVID Dashboard/HIFLD Prison Dataset"
"580","Prison","CAMBRIDGE SPRINGS","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003048,999,NA,1211,"State COVID Dashboard/HIFLD Prison Dataset"
"581","Prison","CAMP HILL","Pennsylvania",2020-04-26,"0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000733,1000,NA,3484,"State COVID Dashboard/HIFLD Prison Dataset"
"582","Prison","CHESTER","Pennsylvania",2020-04-26,"0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003117,1002,NA,1271,"State COVID Dashboard/HIFLD Prison Dataset"
"583","Prison","COAL TOWNSHIP","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003064,1003,NA,2320,"State COVID Dashboard/HIFLD Prison Dataset"
"584","Prison","DALLAS","Pennsylvania",2020-04-26,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000718,1004,NA,2155,"State COVID Dashboard/HIFLD Prison Dataset"
"585","Prison","FAYETTE","Pennsylvania",2020-04-26,"1","3","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003109,1005,NA,2195,"State COVID Dashboard/HIFLD Prison Dataset"
"586","Prison","FOREST","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003052,1006,NA,2392,"State COVID Dashboard/HIFLD Prison Dataset"
"587","Prison","FRACKVILLE","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003074,1007,NA,1229,"State COVID Dashboard/HIFLD Prison Dataset"
"588","Prison","GREENE","Pennsylvania",2020-04-26,"0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10003121,1008,NA,1695,"State COVID Dashboard/HIFLD Prison Dataset"
"589","Prison","HOUTZDALE","Pennsylvania",2020-04-26,"0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000721,1009,NA,2568,"State COVID Dashboard/HIFLD Prison Dataset"
"590","Prison","HUNTINGDON","Pennsylvania",2020-04-26,"3","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000728,1010,NA,2208,"State COVID Dashboard/HIFLD Prison Dataset"
